song_id,num_id,genre_major,genre_sub,genre_detail,tempo_bpm,time_signature,western_key,moods,duration_meta_s,n_stems,instruments,instruments_meta,is_pansori,master_path,master_sr,master_ch,master_frames,master_dur_s,master_subtype,split
0012_정악_풍류음악,0012,정악,풍류음악,"영산회상, 도드리",100,60/8,Db / Bbm,명상적인(2) | 의례적인(2) | 절제된(2) | 차분한(3),217.5,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/val/source/0012_정악_풍류음악/0012_정악_풍류음악_master.wav,48000,2,10440000,217.5,PCM_24,train
0013_정악_풍류음악,0013,정악,풍류음악,"영산회상, 도드리",100,60/8,Gb / Ebm,기품 있는(2) | 잔잔한(2) | 절제된(2) | 차분한(4) | 품위 있는(3) | 향토적인(2),257.4,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0013_정악_풍류음악/0013_정악_풍류음악_master.wav,48000,2,12355200,257.4,PCM_24,train
0014_정악_풍류음악,0014,정악,풍류음악,"영산회상, 도드리",100,60/8,Gb / Ebm,기품 있는(4) | 명상적인(2) | 엄숙한(2) | 우아한(2) | 의례적인(2) | 절제된(2) | 차분한(2) | 품위 있는(2),250.8,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0014_정악_풍류음악/0014_정악_풍류음악_master.wav,48000,2,12038400,250.8,PCM_24,train
0015_정악_풍류음악,0015,정악,풍류음악,"영산회상, 도드리",100,60/8,Gb / Ebm,엄숙한(3) | 웅대한(2) | 의례적인(3) | 진지한(2) | 품위 있는(2),185.4,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0015_정악_풍류음악/0015_정악_풍류음악_master.wav,48000,2,8899200,185.4,PCM_24,train
0016_정악_풍류음악,0016,정악,풍류음악,"영산회상, 도드리",100,60/8,Gb / Ebm,기품 있는(2) | 단아한(2) | 명상적인(2) | 유려한(2) | 의례적인(4) | 절제된(2) | 품위 있는(3),185.4,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0016_정악_풍류음악/0016_정악_풍류음악_master.wav,48000,2,8899200,185.4,PCM_24,train
0017_정악_풍류음악,0017,정악,풍류음악,"영산회상, 도드리",100,60/8,Gb / Ebm,명상적인(2) | 비통한(2) | 여유로운(2) | 장엄한(2) | 절제된(3) | 품위 있는(3),268.2,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0017_정악_풍류음악/0017_정악_풍류음악_master.wav,48000,2,12873600,268.2,PCM_24,val
0018_정악_풍류음악,0018,정악,풍류음악,"영산회상, 도드리",100,60/8,Ab / Fm,기품 있는(2) | 따뜻한(2) | 명상적인(2) | 의례적인(2) | 절제된(2) | 차분한(2) | 품위 있는(3),288.6,10,"['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0018_정악_풍류음악/0018_정악_풍류음악_master.wav,48000,2,13852800,288.6,PCM_24,train
0019_정악_풍류음악,0019,정악,풍류음악,"영산회상, 도드리",100,60/8,Ab / Fm,기품 있는(2) | 엄숙한(2) | 의례적인(3) | 절제된(4) | 진지한(3) | 차분한(2) | 편안한(2) | 평온한(2) | 품위 있는(3),289.2,10,"['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0019_정악_풍류음악/0019_정악_풍류음악_master.wav,48000,2,13881600,289.2,PCM_24,train
0020_정악_풍류음악,0020,정악,풍류음악,"영산회상, 도드리",100,60/8,Ab / Fm,엄숙한(2) | 유려한(2) | 의례적인(2) | 절제된(2) | 진지한(3),108.6,10,"['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0020_정악_풍류음악/0020_정악_풍류음악_master.wav,48000,2,5212800,108.6,PCM_24,train
0021_정악_풍류음악,0021,정악,풍류음악,"영산회상, 도드리",100,60/8,Ab / Fm,기품 있는(3) | 명상적인(3) | 여유로운(3) | 우아한(2) | 조화로운(2) | 차분한(2) | 품위 있는(2),108.6,10,"['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0021_정악_풍류음악/0021_정악_풍류음악_master.wav,48000,2,5212800,108.6,PCM_24,train
0022_정악_풍류음악,0022,정악,풍류음악,"영산회상, 도드리",100,60/8,Ab / Fm,비통한(2) | 쓸쓸한(3) | 우아한(2) | 의례적인(2) | 절제된(5) | 진지한(2) | 품위 있는(3) | 향토적인(2),123.0,10,"['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0022_정악_풍류음악/0022_정악_풍류음악_master.wav,48000,2,5904000,123.0,PCM_24,train
0023_정악_풍류음악,0023,정악,풍류음악,"영산회상, 도드리",100,60/8,Db / Bbm,기품 있는(3) | 부드러운(2) | 엄숙한(2) | 우아한(2) | 절제된(2) | 평온한(2) | 평화로운(2) | 품위 있는(3),144.0,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0023_정악_풍류음악/0023_정악_풍류음악_master.wav,48000,2,6912000,144.0,PCM_24,test
0024_정악_풍류음악,0024,정악,풍류음악,"영산회상, 도드리",100,60/8,Db / Bbm,기품 있는(4) | 명상적인(2) | 부드러운(2) | 절제된(2) | 조화로운(2) | 편안한(2) | 평화로운(2) | 품위 있는(3),144.6,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0024_정악_풍류음악/0024_정악_풍류음악_master.wav,48000,2,6940800,144.6,PCM_24,train
0025_정악_풍류음악,0025,정악,풍류음악,"영산회상, 도드리",100,60/8,Db / Bbm,명상적인(2) | 여유로운(2) | 절제된(2) | 진지한(2) | 차분한(2) | 품위 있는(3),108.3,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0025_정악_풍류음악/0025_정악_풍류음악_master.wav,48000,2,5198400,108.3,PCM_24,train
0027_정악_풍류음악,0027,정악,풍류음악,"영산회상, 도드리",100,60/8,Db / Bbm,기품 있는(2) | 단아한(2) | 시적인(2) | 여유로운(2) | 절제된(2) | 조화로운(2) | 차분한(2) | 평온한(2) | 품위 있는(2),123.3,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0027_정악_풍류음악/0027_정악_풍류음악_master.wav,48000,2,5918400,123.3,PCM_24,train
0029_정악_풍류음악,0029,정악,풍류음악,"영산회상, 도드리",140,30/8,Gb / Ebm,쓸쓸한(2) | 엄숙한(2) | 웅대한(2) | 의례적인(4) | 장엄한(2) | 품위 있는(2),90.857,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0029_정악_풍류음악/0029_정악_풍류음악_master.wav,48000,2,4361142,90.857,PCM_24,test
0030_정악_풍류음악,0030,정악,풍류음악,"영산회상, 도드리",140,30/8,Ab / Fm,기품 있는(2) | 우아한(2) | 유려한(2) | 절제된(2) | 조화로운(2) | 축제적인(2) | 평화로운(2) | 품위 있는(2),91.714,10,"['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0030_정악_풍류음악/0030_정악_풍류음악_master.wav,48000,2,4402286,91.714,PCM_24,train
0032_정악_풍류음악,0032,정악,풍류음악,"영산회상, 도드리",140,30/8,Db / Bbm,절제된(3) | 조화로운(2) | 침울한(2) | 평화로운(2) | 품위 있는(4),362.571,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0032_정악_풍류음악/0032_정악_풍류음악_master.wav,48000,2,17403429,362.571,PCM_24,train
0034_정악_풍류음악,0034,정악,풍류음악,"영산회상, 도드리",140,30/8,Gb / Ebm,기품 있는(2) | 애절한(2) | 의례적인(2) | 장엄한(2) | 진지한(4),311.143,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0034_정악_풍류음악/0034_정악_풍류음악_master.wav,48000,2,14934857,311.143,PCM_24,train
0035_정악_풍류음악,0035,정악,풍류음악,"영산회상, 도드리",140,30/8,Gb / Ebm,기품 있는(3) | 쓸쓸한(2) | 애절한(2) | 엄숙한(2) | 의례적인(4) | 절제된(2) | 품위 있는(3),311.143,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0035_정악_풍류음악/0035_정악_풍류음악_master.wav,48000,2,14934857,311.143,PCM_24,train
0036_정악_풍류음악,0036,정악,풍류음악,"영산회상, 도드리",140,30/8,Gb / Ebm,기품 있는(3) | 여유로운(2) | 웅대한(2) | 절제된(2) | 품위 있는(2),326.571,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0036_정악_풍류음악/0036_정악_풍류음악_master.wav,48000,2,15675429,326.571,PCM_24,train
0037_정악_풍류음악,0037,정악,풍류음악,"영산회상, 도드리",140,30/8,Ab / Fm,단아한(2) | 명상적인(2) | 시적인(2) | 품위 있는(2),129.429,10,"['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0037_정악_풍류음악/0037_정악_풍류음악_master.wav,48000,2,6212571,129.429,PCM_24,train
0038_정악_풍류음악,0038,정악,풍류음악,"영산회상, 도드리",140,30/8,Ab / Fm,품위 있는(2),128.786,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0038_정악_풍류음악/0038_정악_풍류음악_master.wav,48000,2,6181714,128.786,PCM_24,val
0039_정악_풍류음악,0039,정악,풍류음악,"영산회상, 도드리",160,18/8,Gb / Ebm,기품 있는(2) | 엄숙한(2) | 웅대한(2) | 유려한(2) | 의례적인(2) | 절제된(2) | 품위 있는(2),135.938,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0039_정악_풍류음악/0039_정악_풍류음악_master.wav,48000,2,6525000,135.938,PCM_24,train
0040_정악_풍류음악,0040,정악,풍류음악,"영산회상, 도드리",160,18/8,Gb / Ebm,비통한(2) | 쓸쓸한(2) | 엄숙한(2) | 우울한(2) | 품위 있는(3),101.438,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0040_정악_풍류음악/0040_정악_풍류음악_master.wav,48000,2,4869000,101.438,PCM_24,train
0041_정악_풍류음악,0041,정악,풍류음악,"영산회상, 도드리",160,18/8,Ab / Fm,기품 있는(2) | 엄숙한(2) | 우아한(2) | 평온한(2) | 품위 있는(3) | 향토적인(2) | 활달한(2) | 희망찬(2),129.375,10,"['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0041_정악_풍류음악/0041_정악_풍류음악_master.wav,48000,2,6210000,129.375,PCM_24,train
0042_정악_풍류음악,0042,정악,풍류음악,"영산회상, 도드리",160,18/8,Ab / Fm,기품 있는(3) | 비통한(2) | 서사적인(2) | 차분한(2) | 품위 있는(4),103.125,10,"['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0042_정악_풍류음악/0042_정악_풍류음악_master.wav,48000,2,4950000,103.125,PCM_24,test
0043_정악_풍류음악,0043,정악,풍류음악,"영산회상, 도드리",160,18/8,Db / Bbm,기품 있는(3) | 단아한(2) | 시적인(2) | 여유로운(2) | 절제된(2) | 차분한(2) | 품위 있는(3) | 활달한(2),128.277,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0043_정악_풍류음악/0043_정악_풍류음악_master.wav,48000,2,6157286,128.277,PCM_24,train
0044_정악_풍류음악,0044,정악,풍류음악,"영산회상, 도드리",160,18/8,Db / Bbm,기품 있는(5) | 여유로운(2) | 의례적인(2) | 품위 있는(3),103.688,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0044_정악_풍류음악/0044_정악_풍류음악_master.wav,48000,2,4977000,103.688,PCM_24,train
0046_정악_풍류음악,0046,정악,풍류음악,"영산회상, 도드리",160,12/8,Db / Bbm,기품 있는(2) | 리듬감 있는(2) | 생기 있는(2) | 아정한(2) | 즐거운(3) | 품위 있는(2) | 활기찬(2) | 희망찬(4),189.375,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0046_정악_풍류음악/0046_정악_풍류음악_master.wav,48000,2,9090000,189.375,PCM_24,train
0048_정악_풍류음악,0048,정악,풍류음악,"영산회상, 도드리",120,12/8,Ab / Fm,기품 있는(2) | 리듬감 있는(2) | 부드러운(2) | 시적인(2) | 유려한(2) | 즐거운(2) | 품위 있는(2) | 향토적인(2) | 활기찬(3) | 희망적인(2) | 희망찬(2),215.75,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0048_정악_풍류음악/0048_정악_풍류음악_master.wav,48000,2,10356000,215.75,PCM_24,test
0049_정악_풍류음악,0049,정악,풍류음악,"영산회상, 도드리",160,18/8,Db / Bbm,기품 있는(2) | 단아한(2) | 잔잔한(2) | 절제된(2) | 조화로운(2) | 품위 있는(2) | 향토적인(2),95.438,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/val/source/0049_정악_풍류음악/0049_정악_풍류음악_master.wav,48000,2,4581000,95.438,PCM_24,train
0050_정악_풍류음악,0050,정악,풍류음악,"영산회상, 도드리",160,18/8,Db / Bbm,기품 있는(2) | 부드러운(2) | 사색적인(2) | 생기 있는(2) | 우아한(2) | 차분한(3),327.375,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0050_정악_풍류음악/0050_정악_풍류음악_master.wav,48000,2,15714000,327.375,PCM_24,train
0051_정악_풍류음악,0051,정악,풍류음악,"영산회상, 도드리",220,18/8,Gb / Ebm,기품 있는(2) | 의례적인(2) | 진지한(2),152.318,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0051_정악_풍류음악/0051_정악_풍류음악_master.wav,48000,2,7311273,152.318,PCM_24,train
0052_정악_풍류음악,0052,정악,풍류음악,"영산회상, 도드리",240,18/8,Gb / Ebm,우아한(2) | 절제된(2) | 향토적인(2),91.25,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0052_정악_풍류음악/0052_정악_풍류음악_master.wav,48000,2,4380000,91.25,PCM_24,train
0053_정악_풍류음악,0053,정악,풍류음악,"영산회상, 도드리",220,18/8,Ab / Fm,의례적인(2) | 조화로운(2) | 진지한(2) | 평온한(2) | 평화로운(3),152.727,10,"['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0053_정악_풍류음악/0053_정악_풍류음악_master.wav,48000,2,7330910,152.727,PCM_24,train
0054_정악_풍류음악,0054,정악,풍류음악,"영산회상, 도드리",240,18/8,Ab / Fm,기품 있는(2) | 의례적인(2) | 절제된(3) | 차분한(2) | 평화로운(2) | 품위 있는(2),92.0,10,"['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0054_정악_풍류음악/0054_정악_풍류음악_master.wav,48000,2,4416000,92.0,PCM_24,train
0055_정악_풍류음악,0055,정악,풍류음악,"영산회상, 도드리",220,18/8,Db / Bbm,신비로운(2) | 아정한(2) | 여유로운(2) | 우아한(2) | 향토적인(2),153.358,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0055_정악_풍류음악/0055_정악_풍류음악_master.wav,48000,2,7361182,153.358,PCM_24,train
0056_정악_풍류음악,0056,정악,풍류음악,"영산회상, 도드리",280,18/8,Db / Bbm,생기 있는(2) | 신비로운(2) | 희망찬(2),312.429,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0056_정악_풍류음악/0056_정악_풍류음악_master.wav,48000,2,14996571,312.429,PCM_24,train
0057_정악_풍류음악,0057,정악,풍류음악,"영산회상, 도드리",140,12/8,Gb / Ebm,그리운(2) | 시적인(2) | 에너지 넘치는(2) | 의례적인(2) | 장엄한(2),311.143,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0057_정악_풍류음악/0057_정악_풍류음악_master.wav,48000,2,14934857,311.143,PCM_24,train
0058_정악_풍류음악,0058,정악,풍류음악,"영산회상, 도드리",140,12/8,Gb / Ebm,여유로운(2) | 유려한(3) | 절제된(2) | 조화로운(2) | 향토적인(2),342.0,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/val/source/0058_정악_풍류음악/0058_정악_풍류음악_master.wav,48000,2,16416000,342.0,PCM_24,val
0059_정악_풍류음악,0059,정악,풍류음악,"영산회상, 도드리",140,12/8,Db / Bbm,감상적인(2) | 기품 있는(2) | 단아한(2) | 따뜻한(2) | 명랑한(2) | 애정 어린(2) | 우아한(2) | 유려한(2) | 조화로운(3) | 축제적인(2) | 향토적인(2),109.071,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0059_정악_풍류음악/0059_정악_풍류음악_master.wav,48000,2,5235429,109.071,PCM_24,train
0060_정악_풍류음악,0060,정악,풍류음악,"영산회상, 도드리",140,12/8,Db / Bbm,경쾌한(3) | 생기 있는(4) | 유려한(2) | 조화로운(2) | 차분한(2),342.0,8,"['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0060_정악_풍류음악/0060_정악_풍류음악_master.wav,48000,2,16416000,342.0,PCM_24,train
0061_정악_풍류음악,0061,정악,풍류음악,"영산회상, 도드리",140,12/8,Eb / Cm,사색적인(2) | 여유로운(2) | 조화로운(2) | 즐거운(2) | 축제적인(2) | 편안한(2) | 평화로운(2) | 희망적인(2) | 희망찬(2),247.929,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0061_정악_풍류음악/0061_정악_풍류음악_master.wav,48000,2,11900572,247.929,PCM_24,train
0062_정악_풍류음악,0062,정악,풍류음악,"영산회상, 도드리",140,12/8,Eb / Cm,경쾌한(2) | 웅대한(2) | 축제적인(2) | 희망적인(2),252.084,10,"['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']","['가야금', '거문고', '단소', '대금', '소금', '아쟁', '양금', '장구', '피리', '해금']",False,data/extracted/train/source/0062_정악_풍류음악/0062_정악_풍류음악_master.wav,48000,2,12100055,252.084,PCM_24,train
